timestamp_iso,t_sec,temp_c,heater_on,fan_pwm,ideal_low,ideal_high
2025-11-06T18:33:33,450.5,26.10,0,85,25.00,32.00
2025-11-06T18:33:35,451.6,26.00,0,85,25.00,32.00
2025-11-06T18:33:36,452.6,26.00,0,85,25.00,32.00
2025-11-06T18:33:37,453.7,26.00,0,85,25.00,32.00
2025-11-06T18:33:38,454.7,26.00,0,85,25.00,32.00
2025-11-06T18:33:39,455.7,26.00,0,85,25.00,32.00
2025-11-06T18:33:40,456.8,25.90,0,85,25.00,32.00
2025-11-06T18:33:41,457.8,25.90,0,85,25.00,32.00
2025-11-06T18:33:42,458.9,25.90,0,85,25.00,32.00
2025-11-06T18:33:43,459.9,26.00,0,85,25.00,32.00
2025-11-06T18:33:44,461.0,25.90,0,85,25.00,32.00
2025-11-06T18:33:45,462.0,25.90,0,85,25.00,32.00
2025-11-06T18:33:46,463.1,25.90,0,85,25.00,32.00
2025-11-06T18:33:47,464.1,25.90,0,85,25.00,32.00
2025-11-06T18:33:48,465.2,25.90,0,85,25.00,32.00
2025-11-06T18:33:49,466.2,25.90,0,85,25.00,32.00
2025-11-06T18:33:50,467.2,25.90,0,85,25.00,32.00
2025-11-06T18:33:51,468.3,25.90,0,85,25.00,32.00
2025-11-06T18:33:52,469.3,25.90,0,85,25.00,32.00
2025-11-06T18:33:53,470.4,25.90,0,85,25.00,32.00
2025-11-06T18:33:54,471.4,25.70,0,85,25.00,32.00
2025-11-06T18:33:55,472.5,25.80,0,85,25.00,32.00
2025-11-06T18:33:56,473.5,25.80,0,85,25.00,32.00
2025-11-06T18:33:58,474.6,25.70,0,85,25.00,32.00
